"metadata_id","biotaxon_code","biotaxon_description","compartment_code","compartment_description","unit_code","unit_description","quantity_code","quantity_description","condition_code","condition_description","organ_code","organ_description","parameter_code","parameter_description","reported_description","process_type","typing_code","value_processing_method_code","domain_location_present","explicit_marine_phytoplankton_signal","count_or_biovolume_signal"
1259,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","s23x6T4ClFol","som 2,3,4,6- en 2,3,5,6-tetrachloorfenol","(massa)Concentratie som 2,3,4,6- en 2,3,5,6-tetrachloorfenol in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1260,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","s2425DClFol","som 2,4- en 2,5-dichloorfenol","(massa)Concentratie som 2,4- en 2,5-dichloorfenol in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1261,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","s34C2yTol","som 3- en 4-ethyltolueen","(massa)Concentratie som 3- en 4-ethyltolueen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1262,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","s45C1y1Hbzta","som 4- en 5-methyl-1H-benzotriazool","(massa)Concentratie som 4- en 5-methyl-1H-benzotriazool in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1263,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","s4C9yFol","som 4-nonylfenol-isomeren (vertakt)","(massa)Concentratie som 4-nonylfenol-isomeren (vertakt) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1264,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","saccrne","saccharine","(massa)Concentratie saccharine in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1265,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sARAM","som aromatische amines","(massa)Concentratie som aromatische amines in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1266,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Sb","antimoon","(massa)Concentratie antimoon in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1267,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sBbjF","som benzo(b)fluorantheen en benzo(j)fluorantheen","(massa)Concentratie som benzo(b)fluorantheen en benzo(j)fluorantheen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1268,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sBTEX","Som van Benzeen+Tolueen+EyB+1,2-xyleen+1,3-xyleen+1,4-xyleen","(massa)Concentratie Som van Benzeen+Tolueen+EyB+1,2-xyleen+1,3-xyleen+1,4-xyleen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1269,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Sc","scandium","(massa)Concentratie scandium in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1270,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sC10C13Clakn","som C10-C13-chlooralkanen","(massa)Concentratie som C10-C13-chlooralkanen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1271,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sChER","som cholinesteraseremmers","(massa)Concentratie som cholinesteraseremmers in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1272,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sDClNO2Ben4","som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen","(massa)Concentratie som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1273,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sDDX4","som 2,4'-DDT, 4,4'-DDT, 4,4'-DDD en 4,4'-DDE","(massa)Concentratie som 2,4'-DDT, 4,4'-DDT, 4,4'-DDD en 4,4'-DDE in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1274,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sDiPyErTCM","Som di-isopropylether en trichloormethaan","(massa)Concentratie Som di-isopropylether en trichloormethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1275,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sdrin4","som aldrin, dieldrin, endrin en isodrin","(massa)Concentratie som aldrin, dieldrin, endrin en isodrin in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1276,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Se","seleen","(massa)Concentratie seleen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1277,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sEOS","som extraheerbare organische zwavelverbindingen","(massa)Concentratie som extraheerbare organische zwavelverbindingen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1278,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sF16C10ezr","Som hexadecafluor-2-deceenzuur-isomeren ","(massa)Concentratie Som hexadecafluor-2-deceenzuur-isomeren  in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1279,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sFEO","som Feopigment","(massa)Concentratie som Feopigment in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1280,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sFolwv","som fenolen waterdampvluchtig","(massa)Concentratie som fenolen waterdampvluchtig in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1281,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sHCH4","som a-, b-, c- en d-HCH","(massa)Concentratie som a-, b-, c- en d-HCH in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1282,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","simzne","simazine","Gemiddelde (massa)Concentratie simazine in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1283,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","simzne","simazine","(massa)Concentratie simazine in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1284,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Sm","samarium","(massa)Concentratie samarium in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1285,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sMAK","som monocyclische aromatische koolwaterstoffen (BTEX)","(massa)Concentratie som monocyclische aromatische koolwaterstoffen (BTEX) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1286,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sMCPB24DB","som MCPB en 24DB","(massa)Concentratie som MCPB en 24DB in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1287,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sMICCTNS","som microcystines","(massa)Concentratie som microcystines in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1288,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Sn","tin","(massa)Concentratie tin in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1289,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sotll","sotalol","Gemiddelde (massa)Concentratie sotalol in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1290,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sotll","sotalol","(massa)Concentratie sotalol in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1291,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sPAK10","som 10 polycyclische aromatische koolwaterstoffen (VROM)","(massa)Concentratie som 10 polycyclische aromatische koolwaterstoffen (VROM) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1292,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sPAK16","som 16 polycyclische aromatische koolwaterstoffen (EPA)","(massa)Concentratie som 16 polycyclische aromatische koolwaterstoffen (EPA) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1293,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sPAK6","som 6 polycyclische aromatische koolwaterstoffen (Borneff)","(massa)Concentratie som 6 polycyclische aromatische koolwaterstoffen (Borneff) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1294,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sPCB2831","som PCB28 en PCB31","(massa)Concentratie som PCB28 en PCB31 in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1295,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sPCB6","som 6 polychloorbifenylen PCB28, 52, 101, 138, 153, 180","(massa)Concentratie som 6 polychloorbifenylen PCB28, 52, 101, 138, 153, 180 in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1296,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sPCB7","som 7 polychloorbifenylen PCB28, 52, 101, 118, 138, 153, 180","(massa)Concentratie som 7 polychloorbifenylen PCB28, 52, 101, 118, 138, 153, 180 in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1297,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","squaln","squaleen","Gemiddelde (massa)Concentratie squaleen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1298,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","squaln","squaleen","(massa)Concentratie squaleen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1299,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Sr","strontium","(massa)Concentratie strontium in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1300,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sT4ClBen","som tetrachloorbenzeen-isomeren","(massa)Concentratie som tetrachloorbenzeen-isomeren in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1301,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","styrn","styreen","Gemiddelde (massa)Concentratie styreen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1302,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","styrn","styreen","(massa)Concentratie styreen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1303,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","suclse","sucralose","(massa)Concentratie sucralose in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1304,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sulfdazne","sulfadiazine","(massa)Concentratie sulfadiazine in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1305,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sulfdmdne","sulfadimidine","(massa)Concentratie sulfadimidine in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1306,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sulfmtoazl","sulfamethoxazol","(massa)Concentratie sulfamethoxazol in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1307,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sulfprdne","sulfapyridine","(massa)Concentratie sulfapyridine in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1308,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sulfqoxlne","sulfaquinoxaline","(massa)Concentratie sulfaquinoxaline in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1309,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sverttPFHxS","som vertakte perfluorhexaansulfonzuur-isomeren","(massa)Concentratie som vertakte perfluorhexaansulfonzuur-isomeren in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1310,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sverttPFOS","som vertakte perfluoroctaansulfonzuur-isomeren","(massa)Concentratie som vertakte perfluoroctaansulfonzuur-isomeren in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1311,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","sxyln","som xyleen-isomeren","(massa)Concentratie som xyleen-isomeren in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1312,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","t1011DHOx101","trans-10,11-dihydroxy-10,11-dihydrocarbamazepine","(massa)Concentratie trans-10,11-dihydroxy-10,11-dihydrocarbamazepine in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1313,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","t12DClC2e","trans-1,2-dichlooretheen","Gemiddelde (massa)Concentratie trans-1,2-dichlooretheen in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1314,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","t12DClC2e","trans-1,2-dichlooretheen","(massa)Concentratie trans-1,2-dichlooretheen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1315,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","t13DClC3e","trans-1,3-dichloorpropeen","(massa)Concentratie trans-1,3-dichloorpropeen in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1316,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T2ClC2yPO4","tri(2-chloorethyl)fosfaat","Gemiddelde (massa)Concentratie tri(2-chloorethyl)fosfaat in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1317,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T2ClC2yPO4","tri(2-chloorethyl)fosfaat","(massa)Concentratie tri(2-chloorethyl)fosfaat in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1318,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4BrbFolA","tetrabroombisfenol A","(massa)Concentratie tetrabroombisfenol A in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1319,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4C13FTZR","Tetrachloororthoftaalzuur","(massa)Concentratie Tetrachloororthoftaalzuur in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1320,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4C3yNH3Br","tetrapropylammoniumbromide","Gemiddelde (massa)Concentratie tetrapropylammoniumbromide in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1321,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4ClC1a","tetrachloormethaan (tetra)","Gemiddelde (massa)Concentratie tetrachloormethaan (tetra) in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1322,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4ClC1a","tetrachloormethaan (tetra)","(massa)Concentratie tetrachloormethaan (tetra) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1323,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4ClC2a","tetrachloorethaan","(massa)Concentratie tetrachloorethaan in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1324,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4ClC2e","tetrachlooretheen (per)","Gemiddelde (massa)Concentratie tetrachlooretheen (per) in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1325,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4ClC2e","tetrachlooretheen (per)","(massa)Concentratie tetrachlooretheen (per) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1326,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4Clvfs","tetrachloorvinfos (mixed isomeren)","(massa)Concentratie tetrachloorvinfos (mixed isomeren) in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1327,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4cnzl","tetraconazool","(massa)Concentratie tetraconazool in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1328,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4Hfrn","tetrahydrofuraan","Gemiddelde (massa)Concentratie tetrahydrofuraan in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1329,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","T4Hfrn","tetrahydrofuraan","(massa)Concentratie tetrahydrofuraan in Oppervlaktewater in ug/l","meting","NVT","NVT",FALSE,FALSE,FALSE
1330,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Ta","tantalium","(massa)Concentratie tantalium in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1331,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","TactnAe","triacetonamine","Gemiddelde (massa)Concentratie triacetonamine in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
1332,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","Tadmnl","triadimenol","(massa)Concentratie triadimenol in Oppervlaktewater in ug/l","meting","NVT","NVT",TRUE,FALSE,FALSE
1333,"NVT","NVT","OW","Oppervlaktewater","ug/l","microgram per liter","CONCTTE","(massa)Concentratie","NVT","NVT","NVT","NVT","TAED","tetraacetylethyleendiamine","Gemiddelde (massa)Concentratie tetraacetylethyleendiamine in Oppervlaktewater in ug/l","meting","NVT","GEM",FALSE,FALSE,FALSE
